SKU,Brand_Product_Size,Brand,Product Name,COL Price,COL ppu,COL Size,COL Specials,COL Category,Product URL
3492841P,Coles Mexico Peppers Salsa Verde Medium 300g,Coles,Mexico Peppers Salsa Verde Medium,4.0,$1.33 per 100G,300g,,International Foods,https://shop.coles.com.au/a/national/product/coles-salsa-verde
1599232P,Ito En Oi Ocha Green Tea 500mL,Ito En Oi Ocha,Green Tea,2.5,$5.00 per 1L,500mL,,International Foods,https://shop.coles.com.au/a/national/product/itoen-oi-ocha-green-tea-unsweetened
3339287P,Pattu Kashmiri Chilli Powder 100g,Pattu,Kashmiri Chilli Powder,3.9,$3.90 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/pattu-chilli-powder-kashmiri
3868878P,Maharajah's Choice Ginger Paste 1kg,Maharajah's Choice,Ginger Paste,4.9,$0.49 per 100G,1kg,,International Foods,https://shop.coles.com.au/a/national/product/maharajahs-choice-ss-fresh-wet-spice-ginger
3544253P,Louisiana Red Beans Rice Mix 100g,Louisiana,Red Beans Rice Mix,7.0,$0.07 per 1G,100g,,International Foods,https://shop.coles.com.au/a/national/product/louisiana-red-beans-rice-mix
3713510P,Cadbury Perky Nana Chocolate Bar 45g,Cadbury,Perky Nana Chocolate Bar,2.2,$4.89 per 100G,45g,,International Foods,https://shop.coles.com.au/a/national/product/cadbury-perky-nana-chocolate-bar
2057461P,Parle-G Gluco Biscuits 376g,Parle-G,Gluco Biscuits,1.5,$0.40 per 100G,376g,,International Foods,https://shop.coles.com.au/a/national/product/parle-parle-g-gluco-biscuits
2684326P,Protein Punch Original Flavour 40g,Protein Punch,Original Flavour,4.85,$12.13 per 100G,40g,,International Foods,https://shop.coles.com.au/a/national/product/protein-punch-original-flavour
2158800P,Pattu Channa Dhall 1kg,Pattu,Channa Dhall,3.7,$3.70 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/pattu--channa-dhal
3127278P,Osem Chicken Flavour With Mini Mandel Instant Soup 52g,Osem,Chicken Flavour With Mini Mandel Instant Soup,1.5,$2.88 per 100G,52g,,International Foods,https://shop.coles.com.au/a/national/product/osem-instant-soup-chicken
2158607P,Pattu Mung Split With Skin 1kg,Pattu,Mung Split With Skin,4.2,$4.20 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/pattu--mung-split-with-skin
67919P,Podravka Liver Paste 95g,Podravka,Liver Paste,2.1,$2.21 per 100G,95g,,International Foods,https://shop.coles.com.au/a/national/product/podravka-paste-liver
3746848P,Five Tastes Infusions Nasi Goreng 160g,Five Tastes,Infusions Nasi Goreng,4.0,$2.50 per 100G,160g,,International Foods,https://shop.coles.com.au/a/national/product/five-tastes-infusions-nasi-goreng
2496971P,Old Town White Milk Tea 480g,Old Town,White Milk Tea,7.0,$1.46 per 100G,480g,,International Foods,https://shop.coles.com.au/a/national/product/old-town-white-milk-tea-3-in-1-2496971p
9434622P,Jeeny's Tamarind Puree 220g,Jeeny's,Tamarind Puree,5.2,$2.36 per 100G,220g,,International Foods,https://shop.coles.com.au/a/national/product/jennys-tamarind-seedless
7179728P,Arcor Fruit Filled Candies Assorted 470g,Arcor,Fruit Filled Candies Assorted,7.15,$1.52 per 100G,470g,,International Foods,https://shop.coles.com.au/a/national/product/arcor-fruit-filled-candies-assorted
5252179P,Kong Foo Sing Fortune Cookies 100g,Kong Foo Sing,Fortune Cookies,4.5,$4.50 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/kong-foo-fortune-cookies
5259429P,Hashahar H'aole Special Cocoa Spread 454g,Hashahar H'aole,Special Cocoa Spread,6.8,$1.50 per 100G,454g,,International Foods,https://shop.coles.com.au/a/national/product/hashahar-haole-chocolate-spread
2745737P,Old El Paso Stand 'N Stuff Mini Taco Kit Mild 12 pack 275g,Old El Paso,Stand 'N Stuff Mini Taco Kit Mild 12 pack,5.0,$1.82 per 100G,275g,Specials,International Foods,https://shop.coles.com.au/a/national/product/old-el-paso-stand-n-stuff-mini-taco-shell-kit
3741163P,Yum Yum Instant Noodles Tom Yum Shrimp 350g,Yum Yum,Instant Noodles Tom Yum Shrimp,3.5,$1.00 per 100G,350g,Specials,International Foods,https://shop.coles.com.au/a/national/product/yum-yum-instant-nodles-tom-yum-shrimp
3651683P,Dagim Smoked Tuna 120g,Dagim,Smoked Tuna,7.0,$5.83 per 100G,120g,,International Foods,https://shop.coles.com.au/a/national/product/dagim-smoked-tuna
348598P,Ner Zion Memorial Tinned Candles 1 pack,Ner Zion,Memorial Tinned Candles,1.3,$1.30 per 1Ea,1 pack,,International Foods,https://shop.coles.com.au/a/national/product/ner-zion-memorial-sp-candles-tinned
4402844P,Gefen Chicken Noodle Soup 66g,Gefen,Chicken Noodle Soup,2.3,$3.48 per 100G,66g,,International Foods,https://shop.coles.com.au/a/national/product/gefen-soup-noodle-chicken
6673208P,Nissin Sesame Oil Instant Noodles 100g,Nissin,Sesame Oil Instant Noodles,1.4,$1.40 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/nissin-noodles-sesame
8446706P,Lieber's Bar-B-Q Corn Chips 300g,Lieber's,Bar-B-Q Corn Chips,4.6,$1.53 per 100G,300g,,International Foods,https://shop.coles.com.au/a/national/product/liebers-chips-corn-bbq
5687783P,Yeo's Lemon Tea Drink 6 pack,Yeo's,Lemon Tea Drink,3.7,$0.62 per 1Ea,6 pack,,International Foods,https://shop.coles.com.au/a/national/product/yeos-6-pack-drink-tea-lemon
2872213P,Ching's Schezwan Instant Noodles 240g,Ching's,Schezwan Instant Noodles,2.2,$0.92 per 100G,240g,,International Foods,https://shop.coles.com.au/a/national/product/chings-instant-noodles-schezwan-2872213p
4426048P,Kinor Muscat Grape Juice Bottle 750mL,Kinor,Muscat Grape Juice Bottle,6.15,$8.20 per 1L,750mL,,International Foods,https://shop.coles.com.au/a/national/product/kinor-sp-muscat-grape-juice
3478818P,Coles Chilli Con Carne Mexico Seasoning 50g,Coles,Chilli Con Carne Mexico Seasoning,1.5,$0.30 per 10G,50g,,International Foods,https://shop.coles.com.au/a/national/product/coles-seasoning-chilli-con-carne
3737086P,Lee Kum Kee Vegetarian Stir Fry Sauce 255g,Lee Kum Kee,Vegetarian Stir Fry Sauce,3.8,$1.49 per 100G,255g,,International Foods,https://shop.coles.com.au/a/national/product/le-kum-ke-stir-fry-vegetarian-sauce-3737086p
3175361P,Brightil Tooth Paste Extra Mint 145g,Brightil,Tooth Paste Extra Mint,8.5,$5.86 per 100G,145g,,International Foods,https://shop.coles.com.au/a/national/product/brightil-tothpaste-extra-mint-kp
3245591P,Deemah Maamoul Original Date Filled Cookies 256g,Deemah,Maamoul Original Date Filled Cookies,3.15,$1.23 per 100G,256g,Specials,International Foods,https://shop.coles.com.au/a/national/product/deemah-maamoul-date-filled-cookie
5422202P,ABC Original Chilli Sauce 335mL,ABC,Original Chilli Sauce,2.75,$0.82 per 100mL,335mL,,International Foods,https://shop.coles.com.au/a/national/product/abc-sauce-chilli-sambal-asli
7398663P,Gaganis Premium Green Split Peas 1kg,Gaganis,Premium Green Split Peas,3.8,$3.80 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/gaganis-peas-green-split
3529330P,Pascall Jet Planes Lollies 180g,Pascall,Jet Planes Lollies,3.5,$1.94 per 100G,180g,Specials,International Foods,https://shop.coles.com.au/a/national/product/pascall-jet-planes-3529330p
2496790P,Tao Kae Noi Hot & Spicy Crispy Seaweed 32g,Tao Kae Noi,Hot & Spicy Crispy Seaweed,2.6,$8.13 per 100G,32g,,International Foods,https://shop.coles.com.au/a/national/product/taokaenoi-crispy-seaweed-hot-spicy
9880978P,Royal Fields Sesame Seeds 500g,Royal Fields,Sesame Seeds,3.5,$0.70 per 100G,500g,,International Foods,https://shop.coles.com.au/a/national/product/royal-fields-sesame-seeds
2136660P,A & W Root Beer 355mL,A & W,Root Beer,2.15,$6.06 per 1L,355mL,,International Foods,https://shop.coles.com.au/a/national/product/a-w-root-beer
216247P,Old El Paso Corn Jumbo Taco Shells 10 pack 190g,Old El Paso,Corn Jumbo Taco Shells 10 pack,3.6,$1.89 per 100G,190g,Specials,International Foods,https://shop.coles.com.au/a/national/product/old-el-paso-taco-shells-jumbo
3739853P,Madam Wong Dried Red Chilli Small 100g,Madam Wong,Dried Red Chilli Small,2.0,$2.00 per 100G,100g,Specials,International Foods,https://shop.coles.com.au/a/national/product/madam-wong-dried-red-chilli-small
5789579P,Valcom Water Chestnut Slices 227g,Valcom,Water Chestnut Slices,1.1,$4.85 per 1Kg,227g,,International Foods,https://shop.coles.com.au/a/national/product/valcom-chestnuts-in-water-sliced
5462524P,Dragon & Phoenix Ikan Bilis Dried Anchovy Filet 100g,Dragon & Phoenix,Ikan Bilis Dried Anchovy Filet,4.55,$4.55 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/dragon-phoenix-ikan-bilis
7135020P,Nestle Peppermint Crisp Chocolate 49g,Nestle,Peppermint Crisp Chocolate,2.0,$4.08 per 100G,49g,,International Foods,https://shop.coles.com.au/a/national/product/nestle-peppermint-crisp
9434666P,Hakubaku Organic Soba Noodles 270g,Hakubaku,Organic Soba Noodles,2.95,$1.09 per 100G,270g,Specials,International Foods,https://shop.coles.com.au/a/national/product/hakubaku-noodles-soba-organic
3475693P,Maharajah's Choice Large Plain Pappadams 100g,Maharajah's Choice Large,Plain Pappadams,2.5,$2.50 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/maharajahs-choice-pappadams-plain-large
1383710P,Nissin Xo Sauce Seafood Flavour Instant Noodles 138g,Nissin,Xo Sauce Seafood Flavour Instant Noodles,1.95,$1.41 per 100G,138g,,International Foods,https://shop.coles.com.au/a/national/product/nissin-seafood-noodle-bowl
9623283P,Chang's Shelf Fresh Noodles Hokkien Style 4 pack 800g,Chang's,Shelf Fresh Noodles Hokkien Style 4 pack,3.15,$0.39 per 100G,800g,Specials,International Foods,https://shop.coles.com.au/a/national/product/changs-noodles-hokkien-value-4-pack
3709954P,Bisto Chip Shop Sauce Mix 190g,Bisto,Chip Shop Sauce Mix,6.65,$3.50 per 100G,190g,,International Foods,https://shop.coles.com.au/a/national/product/bisto-chip-shop-curry-gravey
5073817P,Lingham's Chilli Sauce 280mL,Lingham's,Chilli Sauce,3.4,$1.21 per 100mL,280mL,,International Foods,https://shop.coles.com.au/a/national/product/linghams-sauce-chilli
8303312P,I Dolci Di Montagna Sfogliatine Glassate Wafers 135g,I Dolci Di Montagna,Sfogliatine Glassate Wafers,3.4,$2.52 per 100G,135g,,International Foods,https://shop.coles.com.au/a/national/product/dolci-di-montagna-wafers-sfogliatine-glazed
4565292P,Old El Paso Stand N Stuff Taco Shell 10 Pack 140g,Old El Paso,Stand N Stuff Taco Shell 10 Pack,3.95,$2.82 per 100G,140g,,International Foods,https://shop.coles.com.au/a/national/product/old-el-paso-taco-shells-stand-n-stuff
6129350P,Nongshim Shrimp Flavoured Crackers 75g,Nongshim,Shrimp Flavoured Crackers,1.75,$2.33 per 100G,75g,Specials,International Foods,https://shop.coles.com.au/a/national/product/nong-shim-crackers-shrimp
5252791P,Indomie Special Chicken Flavour Instant Noodles 75g,Indomie,Special Chicken Flavour Instant Noodles,0.65,$0.87 per 100G,75g,,International Foods,https://shop.coles.com.au/a/national/product/indo-mie-noodles-special-chicken
3816353P,Tayto Cheese & Onion Crisps 45 gram,Tayto,Cheese & Onion Crisps,2.25,,45 gram,,International Foods,https://shop.coles.com.au/a/national/product/tayto-chese-onion-crisps
3544264P,Louisiana Gumbo Rice Mix 100g,Louisiana,Gumbo Rice Mix,7.0,$0.07 per 1G,100g,,International Foods,https://shop.coles.com.au/a/national/product/louisiana-gumbo-rice-mix
348452P,Haddar Tirosh Sandwich Biscuits 175g,Haddar,Tirosh Sandwich Biscuits,3.25,$1.86 per 100G,175g,,International Foods,https://shop.coles.com.au/a/national/product/haddar-biscuits-tirosh-sandwich
6673219P,Nongshim Neoguri Seafood & Spicy Udon Noodle Soup 120g,Nongshim,Neoguri Seafood & Spicy Udon Noodle Soup,1.8,$1.50 per 100G,120g,,International Foods,https://shop.coles.com.au/a/national/product/nong-shim-noodles-seafood-udon
3632306P,Qiushi Hot Pot Fungus Noodles 300g,Qiushi,Hot Pot Fungus Noodles,2.5,$0.83 per 100G,300g,,International Foods,https://shop.coles.com.au/a/national/product/qiushi-hotpot-noodles-fungus
386021P,Old El Paso Refried Beans Mild 435g,Old El Paso,Refried Beans Mild,3.0,$0.69 per 100G,435g,,International Foods,https://shop.coles.com.au/a/national/product/old-el-paso-refried-beans
9765390P,Nongshim Hot Shrimp Crackers 75g,Nongshim,Hot Shrimp Crackers,1.75,$2.33 per 100G,75g,Specials,International Foods,https://shop.coles.com.au/a/national/product/nong-shim-crackers-hot-shrimp
5357676P,Coles Coconut Cream 400mL,Coles,Coconut Cream,1.0,$0.25 per 100mL,400mL,,International Foods,https://shop.coles.com.au/a/national/product/coles-smart-buy-cream-coconut-5357676p
6920442P,48 Hour Memorial SP Candle In Glass each,48 Hour Memorial,SP Candle In Glass,3.35,$3.35 per 1Ea,each,,International Foods,https://shop.coles.com.au/a/national/product/48-hour-memorial-candle-in-glass
6673423P,Nongshim Kimchi Flavour Bowl Noodle Soup 86g,Nongshim,Kimchi Flavour Bowl Noodle Soup,2.0,$2.33 per 100G,86g,Specials,International Foods,https://shop.coles.com.au/a/national/product/nong-shim-noodle-bowl-kim-chee
9444047P,Eskal Pickled American Style Herring 500g,Eskal,Pickled American Style Herring,6.7,$13.40 per 1Kg,500g,,International Foods,https://shop.coles.com.au/a/national/product/eskal-herring-pickled-american-style
3728143P,Calbee Honey Butter Potato Chips 55g,Calbee,Honey Butter Potato Chips,3.0,$5.45 per 100G,55g,,International Foods,https://shop.coles.com.au/a/national/product/calbe-potato-chips-honey-butter-3728143p
3744423P,Romanella Dipping Crackers Basil & Garlic 100g,Romanella,Dipping Crackers Basil & Garlic,3.3,$3.30 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/romanella-dipping-crackers-basil-garlic
3648780P,Eskal Mint Thin Wafers Gift Box 150g,Eskal,Mint Thin Wafers Gift Box,7.5,$5.00 per 100G,150g,,International Foods,https://shop.coles.com.au/a/national/product/eskal-gift-box-mint-thin-wafers
2157229P,Britannia Bourbon Chocolate Flavoured Cream Biscuits 400g,Britannia,Bourbon Chocolate Flavoured Cream Biscuits,3.0,$0.75 per 100G,400g,,International Foods,https://shop.coles.com.au/a/national/product/britannia-bourbon
1385068P,Jinmailang Emperor Spicy Chicken Noodles 114g,Jinmailang,Emperor Spicy Chicken Noodles,0.9,$0.79 per 100G,114g,,International Foods,https://shop.coles.com.au/a/national/product/jinmailing-noodles-emperor-spicy-chicken
3544195P,Louisiana Cajun Fish Fry 283g,Louisiana,Cajun Fish Fry,6.0,$2.12 per 100G,283g,,International Foods,https://shop.coles.com.au/a/national/product/louisiana-cajun-fish-fry
6823377P,Valcom Massaman Curry Paste 210g,Valcom,Massaman Curry Paste,3.2,$1.52 per 100G,210g,Specials,International Foods,https://shop.coles.com.au/a/national/product/valcom-paste-massaman-curry
7400743P,Coles Hard Taco 12 Shells 168g,Coles,Hard Taco 12 Shells,2.4,$1.43 per 100G,168g,,International Foods,https://shop.coles.com.au/a/national/product/coles-taco-shells-168g
7895001P,Bnei Darom Green Olives Rings 560g,Bnei Darom,Green Olives Rings,8.6,$15.36 per 1Kg,560g,,International Foods,https://shop.coles.com.au/a/national/product/bnei-darom-sp-green-olive-rings
7196750P,Protea Foods Lekker Traditional Biltong Slices 100g,Protea Foods,Lekker Traditional Biltong Slices,9.9,$9.90 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/lekker-biltong-sliced-traditional
2496745P,Jinmailang Emperor Spicy Beef Noodles 120g,Jinmailang,Emperor Spicy Beef Noodles,0.95,$0.79 per 100G,120g,,International Foods,https://shop.coles.com.au/a/national/product/jinmaling-noodles-beef-spicy
3828192P,Royal Fields Great Northern Beans 700g,Royal Fields,Great Northern Beans,6.0,$0.86 per 100G,700g,Specials,International Foods,https://shop.coles.com.au/a/national/product/royal-fields-great-northern-beans
4401660P,Man Chocolate Sugar Free Wafers 180g,Man,Chocolate Sugar Free Wafers,3.35,$1.86 per 100G,180g,,International Foods,https://shop.coles.com.au/a/national/product/man-sugar-free-wafers-chocolate
4500810P,Marco Polo Sauerkraut Pickle 900g,Marco Polo,Sauerkraut Pickle,4.5,$5.00 per 1Kg,900g,,International Foods,https://shop.coles.com.au/a/national/product/marco-sauerkraut
7226362P,Efrat Tirosh Grape Juice 1L,Efrat,Tirosh Grape Juice,8.35,$8.35 per 1L,1L,,International Foods,https://shop.coles.com.au/a/national/product/efrat-natural-sp-juice-grape-red
3652347P,Shneider's Dijon Mustard 350g,Shneider's,Dijon Mustard,4.0,$1.14 per 100G,350g,,International Foods,https://shop.coles.com.au/a/national/product/shneiders-dijon-mustard
2057519P,Haldiram's Aloo Bhujia Snacks 150g,Haldiram's,Aloo Bhujia Snacks,1.6,$1.07 per 100G,150g,Specials,International Foods,https://shop.coles.com.au/a/national/product/haldirams-aloo-bhujia-snacks
3739718P,Laoganma Chilli Sauce With Diced Chicken 210g,Laoganma,Chilli Sauce With Diced Chicken,4.0,$1.90 per 100G,210g,,International Foods,https://shop.coles.com.au/a/national/product/laoganma-chilli-sauce-chicken
7979950P,Maharajah's Choice Soya Wadi 500g,Maharajah's Choice,Soya Wadi,3.2,$0.64 per 100G,500g,,International Foods,https://shop.coles.com.au/a/national/product/india-mc-soya-wadi
480960P,Ayam Oyster Sauce 210mL,Ayam,Oyster Sauce,3.5,$1.67 per 100mL,210mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-sauce-oyster-480960p
9920176P,Zahra Harissa Paste 350g,Zahra,Harissa Paste,2.5,$0.71 per 100G,350g,,International Foods,https://shop.coles.com.au/a/national/product/el-salheya-harissa
8348208P,Cadbury Moro Chocolate Bar 60g,Cadbury,Moro Chocolate Bar,2.0,$3.33 per 100G,60g,,International Foods,https://shop.coles.com.au/a/national/product/cadbury-moro-chocolate-bar
6983792P,Gaganis Great Northern White Beans 1kg,Gaganis,Great Northern White Beans,4.9,$4.90 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/gaganis-beans-white-great-north
6823344P,Valcom Tom Yum Paste 210g,Valcom,Tom Yum Paste,3.2,$1.52 per 100G,210g,Specials,International Foods,https://shop.coles.com.au/a/national/product/valcom-tom-yum-paste
3744354P,Le Italiane Filled Candy Mint 100g,Le Italiane,Filled Candy Mint,3.5,$3.50 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/le-italiane-filled-candy-mint
3293062P,Nissin Hokkaido Miso Noodles 5 Pack 530g,Nissin,Hokkaido Miso Noodles 5 Pack,6.75,$1.27 per 100G,530g,,International Foods,https://shop.coles.com.au/a/national/product/nissin-ramen-hokkaido-miso-noodles-5-pack
7221370P,Jacob's Jaffa Cakes 147g,Jacob's,Jaffa Cakes,4.0,$2.72 per 100G,147g,,International Foods,https://shop.coles.com.au/a/national/product/jacobs-jaffa-cakes
5253579P,Mae Ploy Sweet Chilli Sauce 730mL,Mae Ploy,Sweet Chilli Sauce,4.0,$0.55 per 100mL,730mL,,International Foods,https://shop.coles.com.au/a/national/product/mae-ploy-sauce-sweet-chilli-chicken
5718752P,Kedem Gefilte Fish 680g,Kedem,Gefilte Fish,12.5,$1.84 per 100G,680g,,International Foods,https://shop.coles.com.au/a/national/product/kedem-fish-gefilte
5463196P,Gaganis The Garden Of The Sun Sauerkraut With Carrot 900g,Gaganis,The Garden Of The Sun Sauerkraut With Carrot,3.2,$3.56 per 1Kg,900g,,International Foods,https://shop.coles.com.au/a/national/product/smak-sauerkraut-carrot
7695909P,Taaman Gnocchi Pasta Shells 500g,Taaman,Gnocchi Pasta Shells,1.9,$0.38 per 100G,500g,,International Foods,https://shop.coles.com.au/a/national/product/taaman-pasta-gnocchi-shells
6068980P,Hikari White Miso Paste 400g,Hikari,White Miso Paste,4.0,$1.00 per 100G,400g,,International Foods,https://shop.coles.com.au/a/national/product/hikari-paste-miso-white
3714444P,Sparletta Creme Soda 300mL,Sparletta,Creme Soda,2.3,$0.77 per 100mL,300mL,,International Foods,https://shop.coles.com.au/a/national/product/sparletta-creme-soda
60614P,Ayam Black Bean Sauce 210mL,Ayam,Black Bean Sauce,3.5,$1.67 per 100mL,210mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-sauce-black-bean
2783601P,Paldo Spicy Seafood Flavor King Noodle 110g,Paldo,Spicy Seafood Flavor King Noodle,2.5,$2.27 per 100G,110g,,International Foods,https://shop.coles.com.au/a/national/product/paldo--spicy-seafood
2715645P,Old El Paso Stand 'N Stuff Bold Cheese Taco Kit 315g,Old El Paso,Stand 'N Stuff Bold Cheese Taco Kit,5.0,$1.59 per 100G,315g,Specials,International Foods,https://shop.coles.com.au/a/national/product/old-el-paso--stand-n-stuff-bold-cheese-taco-kit
1655402P,Club Rock Shandy Soft Drink Can 330mL,Club,Rock Shandy Soft Drink Can,2.4,$0.73 per 100mL,330mL,,International Foods,https://shop.coles.com.au/a/national/product/club-rock-shandy
